leakname,entries,source
www.ahzybaby.com,391399,dataviper.io
hypercomplex.xpsweb.com,389958,dataviper.io
smogon.com,386183,dataviper.io
www.prowrestlingfans.com,386152,dataviper.io
www.akpr.ru,382229,dataviper.io
CheapAssGamer.com,380825,dataviper.io
Forine,380254,dataviper.io
www.clpsct.org,379315,dataviper.io
en.industryarena.com,378116,dataviper.io
ztod.com, 376557,dataviper.io
m.www.rabota.bg,376231,dataviper.io
pampling.com (01-2020),373819,dataviper.io
Uucin.com (Aug 2016),373327,dataviper.io
candy ico monitoring,369788,dataviper.io
www.ciangs.com,367499,dataviper.io
www.ggmania.com,366357,dataviper.io
www.msmemart.com,365148,dataviper.io
daidegasforum.com,360234,dataviper.io
scam.com,360228,dataviper.io
Coachella part 2,359975,dataviper.io
DBForums.com,359945,dataviper.io
www.irbsandc.com,358849,dataviper.io
www.sbfisica.org.br,357311,dataviper.io
hydraruzxpnew4af.onion, 357169,dataviper.io
Baithe.com,353724,dataviper.io
AhaShare.com (May 2013),353331,dataviper.io
Borealis.su 2018,351107,dataviper.io
www.guang-yuan.com,351015,dataviper.io
WowMovie,349919,dataviper.io
WowMovie.me,349874,dataviper.io
onthionline.net,349477,dataviper.io
chinaeko,348548,dataviper.io
daemon-tools.cc forums 2016, 348167,dataviper.io
downpit.com november2019,347009,dataviper.io
www.bulapin.cn,345964,dataviper.io
downpit.com (11-2019),345625,dataviper.io
downpit.com septermber,345625,dataviper.io
neverendless-wow.com-08,341616,dataviper.io
calcioshop.io,340084,dataviper.io
forum.thanhhoafc.vn november2019,339362,dataviper.io
jamplaytalk.com,338149,dataviper.io
mygamespocket.com,337675,dataviper.io
cheatgamer.com,337561,dataviper.io
aarinfantasy.com,336497,dataviper.io
FacePunch.com,336311,dataviper.io
jamplaytalk.com (11-2019),335808,dataviper.io
EliteFitness.com,335624,dataviper.io
music.vuilen.com,335462,dataviper.io
3lparenting.com,334061,dataviper.io
mashacker.com 2020,333384,dataviper.io
Private,333202,dataviper.io
www.everydayrecipes.ca,333016,dataviper.io
newyorkfestivals.com,332050,dataviper.io
BadBuzz.ir,330129,dataviper.io
Plex.tv  (Jan 2015),328831,dataviper.io
CureCare sci.rutgers.edu,328601,dataviper.io
YS168.com,328587,dataviper.io
Pokebip.com,327417,dataviper.io
www.dataimage.com.tw,326615,dataviper.io
Mac-Forums.com (Jul 2016),325757,dataviper.io
www.no1hsk.co.kr,323749,dataviper.io
xhamster,323091,dataviper.io
www.tabcrawler.com,322487,dataviper.io
pokebipdump,322460,dataviper.io
Cracked.to Users,321419,dataviper.io
contest.co.nz november2019,320861,dataviper.io
www.caratulas.com,317771,dataviper.io
www.divecomputertraining.com,317557,dataviper.io
gaspricewatch.com,316725,dataviper.io
Ikov-316k,316576,dataviper.io
ikov.org  salt 2015-01,316575,dataviper.io
boxee.tv,315955,dataviper.io
NordicGames.atMar,315826,dataviper.io
www.releasemyad.com,313096,dataviper.io
awbw.amarriner.com,311978,dataviper.io
buxp.org 2016-04,309968,dataviper.io
mac_prod_forum,308892,dataviper.io
www.qht.az,308752,dataviper.io
www.izzit.org,307823,dataviper.io
www.insiderelite.com,307697,dataviper.io
Torrent-invites.com,307278,dataviper.io
FemaleDaily,306824,dataviper.io
bdsmlibrary.info,306457,dataviper.io
www.shop77.ru,306258,dataviper.io
www.familyrelatives.com,305741,dataviper.io
iceneo.pl,304649,dataviper.io
www.Zildjian.ru,302988,dataviper.io
Gamania.com (Jul 2016),302026,dataviper.io
gameshot.net,300143,dataviper.io
www.jswelt.de,299311,dataviper.io
gostika.ru,298521,dataviper.io
www.boatersresources.com,296462,dataviper.io
qsl-tenders.co.uk,295975,dataviper.io
paxful.com,295325,dataviper.io
PS3ISO.com,294989,dataviper.io
aahandset pre order registration,294634,dataviper.io
Seedpeer.eu (Jul 2016),291509,dataviper.io
pfm17.baseballprospectus.com,289876,dataviper.io
SurviveTheArk,289567,dataviper.io
theforce.net user   emails,289377,dataviper.io
turk_internet,287613,dataviper.io
cordageforum.net,284711,dataviper.io
ConsoleSpot.net (Oct 2015),284229,dataviper.io
www.fotoboom.com,282888,dataviper.io
profitech.hu,282436,dataviper.io
points.speechanddebate.org,281689,dataviper.io
premiuminvites.com,280410,dataviper.io
www.bdsmlibrary.com,279240,dataviper.io
PokeCommunity.com (May 2016),279239,dataviper.io
EGVB,277944,dataviper.io
allwomenstalk.com,277800,dataviper.io
peopleorg part4,276604,dataviper.io
www.olgame.tw,275838,dataviper.io
affluent-trade.com,275786,dataviper.io
LinuxForums.org,275685,dataviper.io
egvb pd13 user 08 11 2016,275390,dataviper.io
tibia.net.pl,274996,dataviper.io
InstantCheckmate.com,270713,dataviper.io
www.iqrashop.com,269865,dataviper.io
team-xecuter.com 2016-02-25,268554,dataviper.io
www.seurch.rabota.bg,267826,dataviper.io
MajorGeeks.com (Sep 2015),267636,dataviper.io
Glitched.in 2014,267305,dataviper.io
anotherspanishforumdumpedbyjuji ipb,267237,dataviper.io
fiola1002.pedmix.ru,267015,dataviper.io
iskkra9.ksdk.ru,266978,dataviper.io
www.rss-verzeichnis.net,266745,dataviper.io
tridentcryptofund.com 2020.03.05,266642,dataviper.io
instaforex.com,266500,dataviper.io
atlas-quantum,264192,dataviper.io
online.ithome.com.tw,262696,dataviper.io
GratisGodis.se,261298,dataviper.io
HereosOfGaia.com,260849,dataviper.io
Sythe.org (Nov 2014),260576,dataviper.io
Glitched.in  (May 2016),259111,dataviper.io
behforum.com (11-2019),257564,dataviper.io
www.ias100.in,257053,dataviper.io
turismo.accordsalud.com.ar,255589,dataviper.io
www.nefuniversity.org,254329,dataviper.io
help.gts.dp.ua,253042,dataviper.io
behforum.com november2019,252799,dataviper.io
worldofwar.net 1.6m plain,252715,dataviper.io
www.arenafan.com,252109,dataviper.io
MyRepoSpace,251885,dataviper.io
www.supertalent.com,251766,dataviper.io
EpicGames.com (Aug 2016),251411,dataviper.io
toanhoc247.edu.vn,251268,dataviper.io
redbox,250450,dataviper.io
SumoTorrent.sx,250437,dataviper.io
TriPhobo.com (Mar 2016),250289,dataviper.io
nohide.online,249014,dataviper.io
Eroticy.com (June 2016),248877,dataviper.io
8mindating.com,247486,dataviper.io
majorgeeks,246458,dataviper.io
buyincoins.com,244807,dataviper.io
sanook.in.th{.244.672}BusinessandIndustry,244520,dataviper.io
www.go4engineeringjobs.com,244343,dataviper.io
izzit.org,244185,dataviper.io
www.tourhebdo.com,243949,dataviper.io
www.changsinmall.com,240733,dataviper.io
Izzit.org (Feb 2016),240603,dataviper.io
www.polymery.ru,239685,dataviper.io
bdsmstorys.com,239590,dataviper.io
bdsmstorys.com{239.599},239102,dataviper.io
www.feelwell.co.kr,238767,dataviper.io
www.go4oilgasandenergyjobs.com,238403,dataviper.io
hsx.com, 238199,dataviper.io
reactapp,237943,dataviper.io
r2games.ar,236978,dataviper.io
r2games.ru,236978,dataviper.io
bigpuzzle.ru,236936,dataviper.io
Lovingferrets.com,236701,dataviper.io
church.kcmusa.org,236433,dataviper.io
grandvegas.com,235862,dataviper.io
www.denniswheatley.info,235851,dataviper.io
www.autosportwilly.fr,235800,dataviper.io
www.sciax2.it,235151,dataviper.io
kazimmammadov.qht.az,234664,dataviper.io
www2.myoops.org,234595,dataviper.io
fftoday.com,234533,dataviper.io
www.go4constructionjobs.com,234244,dataviper.io
mobilneforum.pl,233898,dataviper.io
formmail.fr,233010,dataviper.io
www.ilsantodipadova.com,233008,dataviper.io
www.go-parts.com,232520,dataviper.io
wholesale.swimdoctor.co.kr,232231,dataviper.io
amplitude-studios.com,231678,dataviper.io
Delicious_Takoyaki,231097,dataviper.io
faceit.com mail pass,230708,dataviper.io
takoyaki,230562,dataviper.io
newseasims2020 rf,228442,dataviper.io
www.rabota.bg,228307,dataviper.io
sweclockers.com,228205,dataviper.io
Cannabis Forum,227746,dataviper.io
myteamstats.com,227591,dataviper.io
www.klup.nl,227293,dataviper.io
ssorganized,227173,dataviper.io
corruptionxparsed,226863,dataviper.io
Lararforbundet.se,226004,dataviper.io
www.marketdownload.com,225214,dataviper.io
Minefield.fr (May 2015),225157,dataviper.io
RSBoards.com (Apr 2016),224447,dataviper.io
playforceone.com,224430,dataviper.io
deutschakademie.de 2016-09,223682,dataviper.io
SpanishCombo,222723,dataviper.io
syther.org,221790,dataviper.io
www.abraham-hicks.com,221769,dataviper.io
mycube,221349,dataviper.io
www.listfire.com,220595,dataviper.io
SearchEngines.ru (Oct 2016),220157,dataviper.io
cablesuk.co.uk-268k-nohash,219996,dataviper.io
file4safe.com,219299,dataviper.io
file4safe.com (11-2019),219220,dataviper.io
hostsearch.com, 219188,dataviper.io
mypita.ourconference.ca,218642,dataviper.io
pixelmon-world.com (09-2019),218004,dataviper.io
monwindows.com,217288,dataviper.io
DevShed.com (Oct 2015),217112,dataviper.io
gametag.com,216759,dataviper.io
liancaijing.com,214619,dataviper.io
rascas nvia,213787,dataviper.io
Carnival part5,213532,dataviper.io
www.aslme.org,213022,dataviper.io
www.digitalfilms.com,212380,dataviper.io
fivetier.com 2020-04,212296,dataviper.io
GratisBio.se,210980,dataviper.io
acikogretim.gen.tr november2019,210954,dataviper.io
DIPasswords,210324,dataviper.io
Duden.de (Jun 2014),209829,dataviper.io
rootsweb.ancestry.com, 209737,dataviper.io
Mappery.com,208330,dataviper.io
potico (02-2020),208302,dataviper.io
www.classi4u.com,207869,dataviper.io
jeuxgratis.com,207492,dataviper.io
foroportico.es (02-2020),206999,dataviper.io
NarutoForums.com,206877,dataviper.io
bdsmlibrary.org,206635,dataviper.io
forums.dayz.com,206584,dataviper.io
agitprop.media-objektiv.com,206316,dataviper.io
PayPalSucks,205938,dataviper.io
wealth-start-business.com,205830,dataviper.io
www.jodi4ever.com,205559,dataviper.io
Vedomosti.ru (May 2012),204744,dataviper.io
www.fabricuk.com,204717,dataviper.io
frostland,204605,dataviper.io
bategy.com,204071,dataviper.io
codementor.io,203489,dataviper.io
codementor,203486,dataviper.io
BCWars.com,203028,dataviper.io
users_repospace,202932,dataviper.io
svethardware.cz,202862,dataviper.io
www.protecaoeventos.com.br,202832,dataviper.io
EpicNPC.com (Jan 2013),202648,dataviper.io
UandMe.org,202646,dataviper.io
Airtel.com (2016),202644,dataviper.io
habbo.st email dehashed,202452,dataviper.io
Hotmailsbizopjan,202030,dataviper.io
www.trueplookpanya.com,201966,dataviper.io
amazon.cn 2011,200967,dataviper.io
1yandex,200626,dataviper.io
OGusers.com (2020),200493,dataviper.io
ALLMERGERaccounts,200012,dataviper.io
Bluesnap.com,199025,dataviper.io
email hash,198862,dataviper.io
www.fastsaloons.com,198587,dataviper.io
minemen.club,197204,dataviper.io
play.legitplay.net Full,197082,dataviper.io
newseasims,197032,dataviper.io
gtagamingcomAugust16.sql,196741,dataviper.io
www.fupa.net,196180,dataviper.io
Biljettnu.se (Jul 2016),195756,dataviper.io
www.newreleasetoday.com2,194879,dataviper.io
Boostbot.org-Clashbot.org,194476,dataviper.io
t-this.this.ne.jp,194292,dataviper.io
gameogre.com,194177,dataviper.io
MinecraftAddicts.com,194010,dataviper.io
www.porneskimo.com,193861,dataviper.io
creepstudio.com,193705,dataviper.io
BotOfLegends.com (Jan 2015),193410,dataviper.io
www.selectsmart.com,193192,dataviper.io
thetvdb.com.192k,192532,dataviper.io
www.avanqard.net,191513,dataviper.io
Glu.com (Feb 2016),191092,dataviper.io
HumanRank.us (Aug 2016),190982,dataviper.io
gawker,190909,dataviper.io
light.muztorg.ru,190741,dataviper.io
vch.jp,190413,dataviper.io
fastecash.com,190106,dataviper.io
www.quizrevolution.com,190033,dataviper.io
creocommunity.com,189824,dataviper.io
Aristos.pw (Sep 2016),189694,dataviper.io
www.calligaris.es,189686,dataviper.io
Minecraft Italia,189628,dataviper.io
www.macquarie.org,189559,dataviper.io
www.knowyourcollege-gov.in,189264,dataviper.io
windyhop.net,188840,dataviper.io
www.calligaris.jp,188772,dataviper.io
ilikecheats,188595,dataviper.io
www.stacjebenzynowe.pl,188383,dataviper.io
MineFieldDatabase,188333,dataviper.io
FavoReads.club,188246,dataviper.io
totaljerkface.com,188055,dataviper.io
old.partycam.de,186356,dataviper.io
www.calligaris.eu,185992,dataviper.io
GTAGaming,185974,dataviper.io
www.wintip.dk,185933,dataviper.io
rikor.com,185625,dataviper.io
yaysavings.org january2019,185066,dataviper.io
www.4oem.ru,185036,dataviper.io
NLEurope.com (Aug 2016),184737,dataviper.io
resources.elevationchurch.org,184575,dataviper.io
www.osetini.com,184366,dataviper.io
ongab.ru,184184,dataviper.io
potico (02-2020,183853,dataviper.io
www.gardens4you.co.uk,183550,dataviper.io
siliconvalleydiversityjobs.com,183492,dataviper.io
stdb.hnue.edu.vn,183401,dataviper.io
weare.hk,181765,dataviper.io
www.servershop.ru,181594,dataviper.io
wanadoo,181056,dataviper.io
MSPAforums.com (Mar 2016),180929,dataviper.io
AgeOfWushu.com,180698,dataviper.io
bearealestatemillionairenow.com,180602,dataviper.io
www.calligaris.de,180171,dataviper.io
Kirupa.comjanuary,179898,dataviper.io
www.screenagers.pl,179893,dataviper.io
drinksite.com 2016,179762,dataviper.io
www.superteachertools.us,179737,dataviper.io
www.starin.biz,179356,dataviper.io
TheFappening.so (Dec 2015),179105,dataviper.io
TheFappening.so,179080,dataviper.io
TheFappening.so xf December 2015,179079,dataviper.io
www.akiba-heroine.com,179062,dataviper.io
megapolis-99.ru,178553,dataviper.io
PolyCount,178041,dataviper.io
scufgaming.comjune2016,177888,dataviper.io
chirocredit.com,177774,dataviper.io
Aeriagames.com,177771,dataviper.io
www.ednursery.edu.hk,177489,dataviper.io
www.experts.ro,177143,dataviper.io
mediafire.com,177124,dataviper.io
www.bizbilla.com,176989,dataviper.io
EuroGunz.net Plain,176695,dataviper.io
MalwareBytes.org,176471,dataviper.io
r2games.fr,176236,dataviper.io
www.ruah.pl,175839,dataviper.io
NarutoBase.net,175471,dataviper.io
www.jokwang.co.kr,175364,dataviper.io
ccgrealms.com october 2016,175281,dataviper.io
Bizbilla.com,174352,dataviper.io
cripto-mining.info,174352,dataviper.io
ritchiblackmore.ru,174138,dataviper.io
chapterbuilder.com,173955,dataviper.io
www.go-jamaica.com,173874,dataviper.io
HackForums.net,173624,dataviper.io
zerotohundred.com 2016-07 pvt,173406,dataviper.io
terijoki.spb.ru,173051,dataviper.io
ipmart-bg.com,172291,dataviper.io
go4ngineeringjobs.com,171963,dataviper.io
phpfreaks.com,171217,dataviper.io
www.italiansonline.net,170633,dataviper.io
www.russianla.com,170363,dataviper.io
www.calligaris.at,170123,dataviper.io
vmzona.com,169955,dataviper.io
www.jobs-bank.com,169898,dataviper.io
Battlefy.com,169258,dataviper.io
Bistudio.com,168853,dataviper.io
galeria.ruah.pl,168600,dataviper.io
bulgarianpropertyuk.com,168252,dataviper.io
Elobuddy.com (May 2016),167916,dataviper.io
jack-russell-terrier.forshaw-1.titaninternet.co.uk,167806,dataviper.io
Jabbim 2016,167348,dataviper.io
www.caixiaodong.com,166986,dataviper.io
pugpups.com,166647,dataviper.io
RGF.is (Dec 2015),166460,dataviper.io
Tip.it,166396,dataviper.io
Aimjunkies,166327,dataviper.io
PlayInter.com (Aug 2016),164653,dataviper.io
www.diablogolf.com,162726,dataviper.io
www.calligaris.com,162222,dataviper.io
m.vegastripping.com,162025,dataviper.io
MiniWarGaming.com,161501,dataviper.io
245.126-157-90.telenet.ru,161426,dataviper.io
flying-file.com,161413,dataviper.io
FunOfficePools.com (Apr 2016),161026,dataviper.io
thecrimsulletin user 09 02 2016,160918,dataviper.io
aol.com,160824,dataviper.io
electorg.ru,160792,dataviper.io
conest.co.nz (11-2019),160769,dataviper.io
contest.co.nz (11-2019),160354,dataviper.io
Bitmax,160103,dataviper.io
www.supras-unisono.info,159977,dataviper.io
myminigames.com,159324,dataviper.io
www.maghrebex.com,159037,dataviper.io
ipta.qht.az,158792,dataviper.io
www.steel-360.com,158746,dataviper.io
EmpireOption.com part5,158492,dataviper.io
Bendercraft.ru,158391,dataviper.io
Ohio South State Reference Commitee ossrc.com,158105,dataviper.io
Boxee.tv  (Mar 2014),158082,dataviper.io
NordicGames.at (Mar 2016),157913,dataviper.io
topfiles.ru{.157.592},157566,dataviper.io
thelastdoor.com (03-2020),157005,dataviper.io
www.flores.com.bo,156842,dataviper.io
thelastdoor.com (01-2020),156780,dataviper.io
cistes.fr,156503,dataviper.io
cistes.fr 2019,156503,dataviper.io
cisteuser,156501,dataviper.io
inventorconnections.comComputerandElectronics,156498,dataviper.io
spneeds.mahraganalkraza.com,156020,dataviper.io
www.mindfiesta.com,155195,dataviper.io
www.redcolony.com,155032,dataviper.io
www.liberalstudies.hk,154653,dataviper.io
Lucasforums.com,154612,dataviper.io
www.gottadeal.com,154485,dataviper.io
Autowebinar.fm,153785,dataviper.io
www.lifepositive.com,153688,dataviper.io
www.leuropevueduciel.com,153627,dataviper.io
forum.fsgames.com,153143,dataviper.io
ignouguess.com,153024,dataviper.io
wptapl.com poker 3 jan 2014,153011,dataviper.io
aftersell,152522,dataviper.io
www.mybskool.com,152450,dataviper.io
uninja.me,151849,dataviper.io
forums.carm.org,151585,dataviper.io
www.energizerpowerpacks.com,151520,dataviper.io
ipbZybez,151098,dataviper.io
AGPeStores.com (Dec 2015),151002,dataviper.io
liberalstudies.hk,150729,dataviper.io
Bitstudio.com,150396,dataviper.io
rbx.rocks, 150004,dataviper.io
rbxrocks,150004,dataviper.io
www.fondazioneadrianolivetti.it,149158,dataviper.io
TeamExtremeMC.com (Jul 2015),148978,dataviper.io
data7,148847,dataviper.io
manastir-lepavina.org,148753,dataviper.io
League of Legends Forum,148443,dataviper.io
www.bootlegzone.com,148254,dataviper.io
www.oospeeddrift.com,147572,dataviper.io
WoMPlay,147234,dataviper.io
www.forexsignals.com,147148,dataviper.io
designtaxi.com,147024,dataviper.io
Anime-Planet.net,146931,dataviper.io
Zybez Runescape,146482,dataviper.io
www.chocolate.at,146154,dataviper.io
www.developers-heaven.net,145750,dataviper.io
Evgexacraft ParsedPass,145407,dataviper.io
evgePass,145407,dataviper.io
BleachAnime.org (Jan 2015),145135,dataviper.io
Scape.com,145038,dataviper.io
creative scape,145038,dataviper.io
forumconcurseiros.com,144796,dataviper.io
bhlgaming.com september 2016,144694,dataviper.io
LinuxMint,144654,dataviper.io
ceruleanstudios.com 2016-07,144431,dataviper.io
forum.cabaleu.playthisgame.com,144426,dataviper.io
videogames.eprst.ru,144425,dataviper.io
BloggTrafik.nu,144400,dataviper.io
servizi.radicalparty.org,144280,dataviper.io
indianmoney.com,144189,dataviper.io
wtspy_Accounts,143711,dataviper.io
www.superteachertools.net,142877,dataviper.io
djcj.org,142509,dataviper.io
craftsforum.co.uk september 2016,142181,dataviper.io
zybez.net 2016-02,141924,dataviper.io
playandgaming.com,141798,dataviper.io
www.etvonline.hk,141740,dataviper.io
Oouth.com (Aug 2016),141409,dataviper.io
www.koreacheezsite.com,141225,dataviper.io
www.pageswirl.com,141185,dataviper.io
maringa.comNewsandMedia,141168,dataviper.io
Runescape,140434,dataviper.io
www.tradelead.com,140372,dataviper.io
AllWomenStalk.com (Jan 2016),139926,dataviper.io
elclubdigital.com,139800,dataviper.io
PokemonCreed.net (Aug 2014),139631,dataviper.io
ab.by,139536,dataviper.io
gupshup.org 139311,139284,dataviper.io
jitzy.diaryclub.com,138850,dataviper.io
Glu.com,138692,dataviper.io
CurlyNikki.com (Mar 2016),138300,dataviper.io
mywordbooklearnenglish.britishcouncil.org april 2016,138133,dataviper.io
interfacelift.com,137671,dataviper.io
ElClubDigital.com (Apr 2016),137637,dataviper.io
rainbowshiu.net,137584,dataviper.io
www.gunnarwinkler.de,137550,dataviper.io
Villavu.com (Jan 2014),137308,dataviper.io
www.scripts20.com,137208,dataviper.io
MineagePvP,136475,dataviper.io
www.flashportal.com,136278,dataviper.io
forum.skotos.net,135656,dataviper.io
