dump_name,breach_date,record_count,source
konga.com,2020-08-24,2073612,BreachDirectory
game-tuts.com,2017-04-14,2054371,BreachDirectory
shadi.com,2017-08-03,2036114,BreachDirectory
cheat-master.net,2018-07-03,2027759,BreachDirectory
cpps.me,2020-04-24,2027372,BreachDirectory
fitbit.com,2020-03-12,2000126,BreachDirectory
pandabuy.com,2024-04-04,1999898,BreachDirectory
github.com,2017-06-09,1974950,BreachDirectory
gamess.co.kr,2021-10-12,1968646,BreachDirectory
msb.com.vn,2021-10-20,1965151,BreachDirectory
mmc-forum.de,2020-07-08,1960683,BreachDirectory
askona.ru,2024-01-24,1948443,BreachDirectory
flashflashrevolution.com,2017-11-04,1942641,BreachDirectory
pixlr.com,2021-02-23,1921175,BreachDirectory
cashtoyou.ru,2024-10-08,1910547,BreachDirectory
gigasize.com,2020-07-08,1900706,BreachDirectory
revitcommunity.com,2017-10-13,1890637,BreachDirectory
knuddels.de,2022-07-29,1871776,BreachDirectory
cdprojektred.com,2017-06-13,1871470,BreachDirectory
livpure.com,2021-06-03,1861816,BreachDirectory
bonobos.com,2021-01-29,1852893,BreachDirectory
thewarinc.com,2019-12-12,1848345,BreachDirectory
freegame2017.com,2021-01-04,1847602,BreachDirectory
ask.ru,2020-08-14,1846035,BreachDirectory
randizzon.hu,2018-03-16,1841761,BreachDirectory
foodworker.wa.gov,2024-04-02,1840026,BreachDirectory
storenvy.com,2019-11-18,1833721,BreachDirectory
startribune.com,2020-11-13,1829608,BreachDirectory
enfit.net,2024-06-03,1824189,BreachDirectory
ge.tt,2019-11-03,1821021,BreachDirectory
m-bet.co.tz,2020-03-30,1814235,BreachDirectory
salvadoran-citizens,2024-05-15,1807952,BreachDirectory
riachuelo.com.br,2023-05-09,1772806,BreachDirectory
ccidnet.com,2020-05-02,1762104,BreachDirectory
imgur.com,2018-03-12,1755561,BreachDirectory
storelp.ru,2018-03-05,1735632,BreachDirectory
mineland.net,2022-03-28,1728870,BreachDirectory
yuu1.com,2017-10-24,1720728,BreachDirectory
buyalz.com,2022-02-18,1709790,BreachDirectory
gameplanet.com,2024-05-23,1709121,BreachDirectory
webtretho.com,2021-10-25,1703721,BreachDirectory
nihonomaru.com,2017-05-25,1698175,BreachDirectory
cponline.pw,2021-10-20,1689036,BreachDirectory
cprewritten.net,2020-04-10,1689011,BreachDirectory
nexo.io,2024-11-01,1688622,BreachDirectory
