dump_name,breach_date,record_count,source
ASERPakistan.org,,,ScatteredSecrets
ASKENT.ru,,,ScatteredSecrets
ASLME.org,,,ScatteredSecrets
ASSI.in,,,ScatteredSecrets
ATBForum.com,,,ScatteredSecrets
ATDP.org.au,,,ScatteredSecrets
ATLASti.com,,,ScatteredSecrets
ATPForum.eu,,,ScatteredSecrets
ATSBets.com,,,ScatteredSecrets
ATSGMembers.com,,,ScatteredSecrets
AUB.ma,,,ScatteredSecrets
AUDIS.it,,,ScatteredSecrets
AUDIUM.com,,,ScatteredSecrets
AUGI.com,,,ScatteredSecrets
AVSIG.com,,,ScatteredSecrets
AXParisDev.co.uk,,,ScatteredSecrets
Aakash.ac.in,,,ScatteredSecrets
Aba.com,,,ScatteredSecrets
Abaco.ec,,,ScatteredSecrets
Abandonia.com,,,ScatteredSecrets
Abandonware-Forums.org,,,ScatteredSecrets
Abanzis.com,,,ScatteredSecrets
Abastobasico.com,,,ScatteredSecrets
Abcguionistas.com,,,ScatteredSecrets
AccademiaDelProfumo.it,,,ScatteredSecrets
AccesoLab.com,,,ScatteredSecrets
AccessEcon.com,,,ScatteredSecrets
AccountGear.com,,,ScatteredSecrets
AccountSupplier.com,,,ScatteredSecrets
Accvent.com,,,ScatteredSecrets
AceHomeSolutions.com,,,ScatteredSecrets
AceOfSpades.com,,,ScatteredSecrets
AcmeshinePharma.com,,,ScatteredSecrets
Acne.org,,,ScatteredSecrets
Acrylic-Online.co.uk,,,ScatteredSecrets
ActionCOACH.com,,,ScatteredSecrets
ActionNetwork.com,,,ScatteredSecrets
ActorsCasting.net,,,ScatteredSecrets
AdBit.biz,,,ScatteredSecrets
Adajusa.com,,,ScatteredSecrets
AddictedCheats.net,,,ScatteredSecrets
Adecco.com,,,ScatteredSecrets
AdelgazarComo.com,,,ScatteredSecrets
AdenaMontessori.com,,,ScatteredSecrets
Adenoacanthoma.us,,,ScatteredSecrets
AdminDiscussion.com,,,ScatteredSecrets
AdmissionAds.pk,,,ScatteredSecrets
Adult-FanFiction.org,,,ScatteredSecrets
Adult-Forum.org,,,ScatteredSecrets
AdultFriendFinder.com,,,ScatteredSecrets
Advanced-Mind-Institute.org,,,ScatteredSecrets
Adveniam.it,,,ScatteredSecrets
Advertigo.net,,,ScatteredSecrets
Advos.de,,,ScatteredSecrets
Aenigmatica.it,,,ScatteredSecrets
AeroQuad.com,,,ScatteredSecrets
Aerocontact.com,,,ScatteredSecrets
Aeroport-Douala.com,,,ScatteredSecrets
Aeroport-Kinshasa.com,,,ScatteredSecrets
Aeroport-Niamey.com,,,ScatteredSecrets
Aeroport-Nouakchott.com,,,ScatteredSecrets
Aeroport-de-Casablanca.com,,,ScatteredSecrets
AeroportDePhnomPenh.com,,,ScatteredSecrets
Aerotravel.ru,,,ScatteredSecrets
AfaceriLemn.ro,,,ScatteredSecrets
Affarilandia.com,,,ScatteredSecrets
Affiliscout.com,,,ScatteredSecrets
AffittiPrivatiSalento.com,,,ScatteredSecrets
AfghanKarobar.com,,,ScatteredSecrets
Afiyetle.com,,,ScatteredSecrets
AfricaDesk.asia,,,ScatteredSecrets
AgStockTrade.com,,,ScatteredSecrets
AgarwalCommunity.com,,,ScatteredSecrets
AgendeLave.com.br,,,ScatteredSecrets
Agnieszka.com.pl,,,ScatteredSecrets
Agrarmodellbau.de,,,ScatteredSecrets
AgriAffiliates.com,,,ScatteredSecrets
AgusiQ-Torrents.pl,,,ScatteredSecrets
AhaShare.com,,,ScatteredSecrets
AheadRecruit.com,,,ScatteredSecrets
AhobilaMutt.org,,,ScatteredSecrets
AhoyWorld.net,,,ScatteredSecrets
AiVacOvens.com,,,ScatteredSecrets
AimAcademyPDP.com,,,ScatteredSecrets
Aipai.com,,,ScatteredSecrets
AirBitClub.com,,,ScatteredSecrets
AirFilterEngineering.com,,,ScatteredSecrets
AirMethodsOnline.co.uk,,,ScatteredSecrets
AirbrushNikita.sk,,,ScatteredSecrets
Aircare.ai,,,ScatteredSecrets
Airsoft.Podlasie.pl,,,ScatteredSecrets
Ajarn.com,,,ScatteredSecrets
Akoma-Trade.com,,,ScatteredSecrets
AksaraForKids.com,,,ScatteredSecrets
Aktienboard.com,,,ScatteredSecrets
Akuntan.us,,,ScatteredSecrets
Al-Majid.com,,,ScatteredSecrets
AlMuneerQuran.com,,,ScatteredSecrets
AlacaYazilim.com,,,ScatteredSecrets
Alastor.biz,,,ScatteredSecrets
Alathair.de,,,ScatteredSecrets
AlbLebanon.com,,,ScatteredSecrets
AlbionOnline.com,,,ScatteredSecrets
AlbumWash.com,,,ScatteredSecrets
Alcobo.com,,,ScatteredSecrets
AlderneyAngling.com,,,ScatteredSecrets
AleHop.team,,,ScatteredSecrets
Aleksandretta.pl,,,ScatteredSecrets
Alex.sc,,,ScatteredSecrets
Algeria.com,,,ScatteredSecrets
AliancasJasmimeAmancio.com.br,,,ScatteredSecrets
All-Guitar-Chords.com,,,ScatteredSecrets
All-StockFootage.com,,,ScatteredSecrets
AllAboutKids.com.au,,,ScatteredSecrets
AllHomesLLC.com,,,ScatteredSecrets
AllOutCricket.com,,,ScatteredSecrets
AllPoker.ro,,,ScatteredSecrets
AllWomensTalk.com,,,ScatteredSecrets
