"breachdates","published_mo_yr","domain","hacker","records","sourcetype"
,"2017-05-01T05:00:00.000Z","papajohns.co.uk","Unknown",96,"leakreport"
,"2017-04-01T05:00:00.000Z","projectmy.in","Kaizen_Security",1109,"leakreport"
,"2017-04-01T05:00:00.000Z","unknown20.unknown","Kohinur",731,"leakreport"
,"2017-04-01T05:00:00.000Z","unknown.unknown","Venom Anons FB",3092,"news"
,"2017-04-01T05:00:00.000Z","hom.info","Master5er",2673,"leakreport"
,"2017-04-01T05:00:00.000Z","fantchesengen.hol.es","KaitoC1",47,"leakreport"
,"2017-04-01T05:00:00.000Z","parapa.mail.ru","CosmicDark",429711,"leakreport"
,"2017-04-01T05:00:00.000Z","accgen.pro","KaitoC1",179,"leakreport"
,"2017-04-01T05:00:00.000Z","uplay.ubi.com","TV-Serien",230,"leakreport"
,"2017-04-01T05:00:00.000Z","pochta.ru","Unknown",10097,"leakreport"
,"2017-04-01T05:00:00.000Z","dbq.edu","Ryan",87,"leakreport"
,"2017-04-01T05:00:00.000Z","esprityoga.fr","Zakha Eev",655,"leakreport"
,"2017-04-01T05:00:00.000Z","chateauneuf-du-faou.com","Zakha Eev",197,"leakreport"
,"2017-04-01T05:00:00.000Z","midif.fr","Zakha Eev",986,"leakreport"
,"2017-04-01T05:00:00.000Z","up.edu.ph","Unknown",54,"leakreport"
,"2017-04-01T05:00:00.000Z","mac.du.ac.in","Hexlook",728,"leakreport"
,"2017-04-01T05:00:00.000Z","potatobugs.com","Gl0ck_45",477,"leakreport"
,"2017-04-01T05:00:00.000Z","bportugal.pt","Unknown",92,"leakreport"
,"2017-04-01T05:00:00.000Z","catamarcaya.com.ar","Unknown",42,"leakreport"
,"2017-04-01T05:00:00.000Z","monsanto.com","AntiSec",262,"leakreport"
,"2017-04-01T05:00:00.000Z","sovcombank.ru","Unknown",743,"leakreport"
,"2017-04-01T05:00:00.000Z","taringa.net","Unknown",755,"leakreport"
,"2017-04-01T05:00:00.000Z","syndicate-corp.com","Unknown",300,"leakreport"
,"2017-04-01T05:00:00.000Z","forums.cracked.com","Unknown",281,"leakreport"
,"2017-04-01T05:00:00.000Z","kubankredit.ru","Unknown",38,"leakreport"
,"2017-04-01T05:00:00.000Z","usanetwork.com","Hasnain",99970,"leakreport"
,"2017-04-01T05:00:00.000Z","homecredit.ru","Unknown",145,"leakreport"
,"2017-04-01T05:00:00.000Z","lockobank.ru","Unknown",334,"leakreport"
,"2017-04-01T05:00:00.000Z","gppneus.com.br","CyberMechanical",1053,"leakreport"
,"2017-04-01T05:00:00.000Z","freshrp.org","Unknown",73,"leakreport"
,"2017-04-01T05:00:00.000Z","lupaworld.com","Anon",523576,"leakreport"
,"2017-04-01T05:00:00.000Z","five-multiplayer.net","T_John",1144,"leakreport"
,"2017-04-01T05:00:00.000Z","australianpaddlesurfer.com.au","Muhsobrimaulana",79,"leakreport"
,"2017-04-01T05:00:00.000Z","france.com","Unknown",999,"leakreport"
,"2017-04-01T05:00:00.000Z","sbfa.org.br","B43L",446,"leakreport"
,"2017-04-01T05:00:00.000Z","unicamp.br","Unknown",217,"leakreport"
,"2017-04-01T05:00:00.000Z","btc-e.com","Disciple1",60,"leakreport"
,"2017-04-01T05:00:00.000Z","ssss.gouv.qc.ca","Unknown",344,"leakreport"
,"2017-04-01T05:00:00.000Z","sbeco.com.cn","KelvinSecTeam",37,"leakreport"
,"2017-04-01T05:00:00.000Z","crackingitaly.com","Bargrooves",18131,"leakreport"
,"2017-04-01T05:00:00.000Z","gop.com","KelvinSecTeam",1044,"leakreport"
,"2017-04-01T05:00:00.000Z","tv.parsonline.ps","PinkihacksOfficial",257,"leakreport"
,"2017-04-01T05:00:00.000Z","fmprc.gov.cn","Alhikam1692",759,"leakreport"
,"2017-04-01T05:00:00.000Z","30wave.com","Unknown",718,"leakreport"
,"2017-04-01T05:00:00.000Z","fashionfantasygame.com","Anon",15000,"leakreport"
,"2017-04-01T05:00:00.000Z","bncmusical.com","Alhikam1692",80,"leakreport"
,"2017-04-01T05:00:00.000Z","hrsk.fi","Unknown",1878,"leakreport"
,"2017-04-01T05:00:00.000Z","dccourts.gov","Alhikam1692",181,"leakreport"
,"2017-04-01T05:00:00.000Z","opayq.com","Unknown",180,"leakreport"
,"2017-04-01T05:00:00.000Z","lm286.com","Anon",546926,"leakreport"
,"2017-04-01T05:00:00.000Z","gob.pe","KelvinSecTeam",1630,"leakreport"
,"2017-04-01T05:00:00.000Z","savg.lt","Shark2744",1865,"leakreport"
,"2017-04-01T05:00:00.000Z","freedompop.com","Johnnywang2001",297,"leakreport"
,"2017-04-01T05:00:00.000Z","goa.gov","NaziCorp",317,"leakreport"
,"2017-04-01T05:00:00.000Z","unknown3.unknown","KevinSky",247,"news"
,"2017-04-01T05:00:00.000Z","shopfina.us","Unknown",73,"leakreport"
,"2017-04-01T05:00:00.000Z","diabetenet.com.br","CyberMechanical",11970,"leakreport"
,"2017-04-01T05:00:00.000Z","pinoy-market.com","CyberMechanical",147,"leakreport"
,"2017-04-01T05:00:00.000Z","auxrp.net","Unwhorable",113,"leakreport"
,"2017-04-01T05:00:00.000Z","help.hbogo.com","Ani Sunar",492,"leakreport"
,"2017-04-01T05:00:00.000Z","drinksite.com","Anon",182276,"leakreport"
,"2017-04-01T05:00:00.000Z","dubaipetroleum.ae","KelvinSecTeam",194,"leakreport"
,"2017-04-01T05:00:00.000Z","catropaejb.com.ve","Venezuelan Soldiers Army",2955,"leakreport"
,"2017-04-01T05:00:00.000Z","cummingivie.top","OPDeathEathers",14,"leakreport"
,"2017-04-01T05:00:00.000Z","xpgamesaves.com","Anon",894304,"leakreport"
,"2017-04-01T05:00:00.000Z","thc.org","Unknown",206,"leakreport"
,"2017-04-01T05:00:00.000Z","almagro.cl","Unknown",77,"leakreport"
,"2017-04-01T05:00:00.000Z","dentistacuraprox.com.br","Unknown",300,"leakreport"
,"2017-04-01T05:00:00.000Z","id.nestle.com","Index PHP",189,"leakreport"
,"2017-04-01T05:00:00.000Z","uky.edu","Unknown",991,"leakreport"
,"2017-04-01T05:00:00.000Z","leagueoflegends.com","Rachaelzoe112",80730,"leakreport"
,"2017-04-01T05:00:00.000Z","oohlala.be","ElSurveillance",867,"leakreport"
,"2017-04-01T05:00:00.000Z","pangbournegroup.com","Unknown",462,"leakreport"
,"2017-04-01T05:00:00.000Z","tabriztaxfif.com","HTSA911",44,"leakreport"
,"2017-04-01T05:00:00.000Z","uploaded.net","Unknown",142,"leakreport"
,"2017-04-01T05:00:00.000Z","hltv.org","Anon",627788,"leakreport"
,"2017-04-01T05:00:00.000Z","crystal.dynu.net","Unknown",200,"leakreport"
,"2017-04-01T05:00:00.000Z","lhohq.info","Unknown",4237,"leakreport"
,"2017-04-01T05:00:00.000Z","aliexpress.am","RooTMasteR",589,"leakreport"
,"2017-04-01T05:00:00.000Z","virginiageneralassembly.gov","DekinGofCyber",100,"leakreport"
,"2017-04-01T05:00:00.000Z","superpizza.com.mx","Unknown",946,"leakreport"
,"2017-04-01T05:00:00.000Z","buyaccs.com","Unknown",119,"leakreport"
,"2017-04-01T05:00:00.000Z","rotek.com.tr","Zurael sTz",5133,"leakreport"
,"2017-04-01T05:00:00.000Z","walla.co.il","Idriss Hajji",620,"leakreport"
,"2017-04-01T05:00:00.000Z","3-noghte.com","Zurael sTz",128,"leakreport"
,"2017-04-01T05:00:00.000Z","netrucks.com","Zurael sTz",178,"leakreport"
,"2017-04-01T05:00:00.000Z","pallap.com","Zurael sTz",35,"leakreport"
,"2017-04-01T05:00:00.000Z","kiatak.ir","Zurael sTz",419,"leakreport"
,"2017-04-01T05:00:00.000Z","lit.edu.lb","Zurael sTz",219,"leakreport"
,"2017-04-01T05:00:00.000Z","mowa.gov.ps","Zurael sTz",42,"leakreport"
,"2017-04-01T05:00:00.000Z","hayel.com.eg","Zurael sTz",95,"leakreport"
,"2017-04-01T05:00:00.000Z","hayfacenter.ps","Zurael sTz",36,"leakreport"
,"2017-04-01T05:00:00.000Z","israeli-vespa.org","Mr.Nawaf",256,"leakreport"
,"2017-04-01T05:00:00.000Z","tdap.gov.pk","Zurael sTz",65,"leakreport"
,"2017-04-01T05:00:00.000Z","topcard.co.il","Mr.Nawaf",156,"leakreport"
,"2017-04-01T05:00:00.000Z","youku.com","Anon",95385,"leakreport"
,"2017-04-01T05:00:00.000Z","dreamshop.ae","Zurael sTz",31,"leakreport"
,"2017-04-01T05:00:00.000Z","profile.hec.gov.pk","Zurael sTz",308,"leakreport"
,"2017-04-01T05:00:00.000Z","veteriner.org.tr","Zurael sTz",17,"leakreport"
,"2017-04-01T05:00:00.000Z","qassimy.com","Zurael sTz",256,"leakreport"
,"2017-04-01T05:00:00.000Z","givemethecode.com","WolfieOSquad",297,"leakreport"
,"2017-04-01T05:00:00.000Z","parliament.gov.za","P0c",374,"leakreport"
,"2017-04-01T05:00:00.000Z","masyoungardens.ps","Zurael sTz",50,"leakreport"
,"2017-04-01T05:00:00.000Z","dot.com.lb","Zurael sTz",552,"leakreport"
,"2017-04-01T05:00:00.000Z","doggyworld.com","Anon",331545,"leakreport"
,"2017-04-01T05:00:00.000Z","gelares.com.br","Unknown",1009,"leakreport"
,"2017-04-01T05:00:00.000Z","cnecc.gob.do","KelvinSecTeam",38,"leakreport"
,"2017-04-01T05:00:00.000Z","funplanet.se","Anon",443414,"leakreport"
,"2017-04-01T05:00:00.000Z","australia.com","Cvcvffgg",4189,"leakreport"
,"2017-04-01T05:00:00.000Z","fc-zenit.ru","Anon",99833,"leakreport"
,"2017-04-01T05:00:00.000Z","wireclass.com","My7h",2432,"leakreport"
,"2017-04-01T05:00:00.000Z","roblox.com","Venom Anons FB",3852,"leakreport"
,"2017-04-01T05:00:00.000Z","instagram.com","Venom Anons FB",100,"leakreport"
,"2017-04-01T05:00:00.000Z","quantumbooter.net","Gl0ck_45",356,"leakreport"
,"2017-04-01T05:00:00.000Z","blazingfast.io","Gl0ck_45",474,"leakreport"
,"2017-04-01T05:00:00.000Z","rskingdom.com","Gl0ck_45",1206,"leakreport"
,"2017-04-01T05:00:00.000Z","phantomstress.com","Gl0ck_45",715,"leakreport"
,"2017-04-01T05:00:00.000Z","codecommunity.net","Gl0ck_45",348,"leakreport"
,"2017-04-01T05:00:00.000Z","assemblee-nationale.fr","Unknown",572,"leakreport"
,"2017-04-01T05:00:00.000Z","udh.med.sa","Zurael sTz",2210,"leakreport"
,"2017-04-01T05:00:00.000Z","jomgegar.com","Unknown",659,"leakreport"
,"2017-04-01T05:00:00.000Z","scct.com.eg","Zurael sTz",33,"leakreport"
,"2017-04-01T05:00:00.000Z","mobango.com","Anon",693884,"leakreport"
,"2017-04-01T05:00:00.000Z","fiestafan.com","Unknown",14129,"leakreport"
,"2017-03-01T06:00:00.000Z","adultfriendfinder.com","DekinGofCyber",2745,"leakreport"
,"2017-04-01T05:00:00.000Z","whospeak.fr","Shawzer",79,"leakreport"
,"2017-03-01T06:00:00.000Z","sorenacarpet.ir","Th3ILf4lc0n",95,"leakreport"
,"2017-03-01T06:00:00.000Z","france.com","Unknown",333,"leakreport"
,"2017-03-01T06:00:00.000Z","razil.jp","DKR",3090,"leakreport"
,"2017-04-01T05:00:00.000Z","music.cube.net.co","Zurael sTz",103,"leakreport"
,"2017-03-01T06:00:00.000Z","bpjsketenagakerjaan.go.id","Unknown",425,"leakreport"
,"2017-03-01T06:00:00.000Z","uploaded.net","Unknown",313,"leakreport"
,"2017-03-01T06:00:00.000Z","centrodecitricultura.br","Unknown",108,"leakreport"
,"2017-03-01T06:00:00.000Z","kirupa.com","Anon",179600,"leakreport"
,"2017-03-01T06:00:00.000Z","centauro.com.br","BeemoCoding",177,"leakreport"
,"2017-03-01T06:00:00.000Z","halykbank.kz","Unknown",11801,"leakreport"
,"2017-03-01T06:00:00.000Z","norfex.es","M0rg4n",323,"leakreport"
,"2017-03-01T06:00:00.000Z","hazecash.com","Anon",1045469,"leakreport"
,"2017-03-01T06:00:00.000Z","dominos.co.uk","BlessedMods",33,"leakreport"
,"2017-03-01T06:00:00.000Z","fbi.gov","Unknown",63,"leakreport"
,"2017-03-01T06:00:00.000Z","30wave.com","Unknown",4659,"leakreport"
,"2017-03-01T06:00:00.000Z","roblox.com","Unknown",7236,"leakreport"
,"2017-03-01T06:00:00.000Z","loves-truck.com","Anon",115547,"leakreport"
,"2017-03-01T06:00:00.000Z","riffhold.com","Gucci945",473,"leakreport"
,"2017-03-01T06:00:00.000Z","farhangsara.cloudware.ir","Unknown",12399,"leakreport"
,"2017-03-01T06:00:00.000Z","v3rmillion.net","Alesmael",4910,"leakreport"
,"2017-03-01T06:00:00.000Z","portalcharacters.com","Yametal05",11002,"leakreport"
,"2017-03-01T06:00:00.000Z","warcraftmovies.com","Anon",417981,"leakreport"
,"2017-03-01T06:00:00.000Z","okwebs.co.kr","Unknown",8,"leakreport"
,"2017-03-01T06:00:00.000Z","ifis.co.kr","Unknown",186,"leakreport"
,"2017-03-01T06:00:00.000Z","kissr.edu.krd","Sh4dow",14,"leakreport"
,"2017-03-01T06:00:00.000Z","safeskyhacks.com","Sh4dow",1076,"leakreport"
,"2017-03-01T06:00:00.000Z","olenepal.org","Unknown",54,"leakreport"
,"2017-03-01T06:00:00.000Z","al-sahabah.com","4GETmeICA",24,"leakreport"
,"2017-03-01T06:00:00.000Z","pfan.org.pk","1BL4CK",227,"leakreport"
,"2017-03-01T06:00:00.000Z","m-culture.gov.dz","Rootakito",406,"leakreport"
,"2017-03-01T06:00:00.000Z","nationalgas.com.eg","Th3ILf4lc0n",427,"leakreport"
,"2017-03-01T06:00:00.000Z","karaoke.co.nz","LOCHny",420,"leakreport"
"2016-12-05T00:00:00.000Z","2017-03-01T06:00:00.000Z","mrexcel.com","Anon",316111,"leakreport"
,"2017-03-01T06:00:00.000Z","pitt.edu","Unknown",709,"leakreport"
,"2017-03-01T06:00:00.000Z","unknown5.unknown","Welington",165,"leakreport"
,"2017-03-01T06:00:00.000Z","playstation.com","Rethios",4947,"leakreport"
,"2017-03-01T06:00:00.000Z","gov.pt","TugaSec Hackers",295,"leakreport"
,"2017-03-01T06:00:00.000Z","musicmindssonlineshop.com","nuLL c0d3r",160,"leakreport"
,"2017-03-01T06:00:00.000Z","sexpoppen.de","S3c-0UT",136,"leakreport"
,"2017-03-01T06:00:00.000Z","hubbol.net","SCORZ",129,"leakreport"
,"2017-03-01T06:00:00.000Z","habbocrazy.eu","SCORZ",287,"leakreport"
,"2017-03-01T06:00:00.000Z","pearlqatar.qa","nuLL c0d3r",11,"leakreport"
,"2017-03-01T06:00:00.000Z","lordsofporno.com","Anon",1292768,"leakreport"
,"2017-03-01T06:00:00.000Z","ec83.catholique.fr","SCORZ",142,"leakreport"
,"2017-03-01T06:00:00.000Z","courseweb.xu.edu.ph","SCORZ",254,"leakreport"
,"2017-03-01T06:00:00.000Z","javtorrent.site","SCORZ",59,"leakreport"
,"2017-03-01T06:00:00.000Z","tfpa.or.th","Unknown",254,"leakreport"
,"2017-03-01T06:00:00.000Z","hexpay.org","DwnHacked",103,"leakreport"
,"2017-03-01T06:00:00.000Z","dewclarke.com","Unknown",263,"leakreport"
,"2017-03-01T06:00:00.000Z","replocate.com","SCORZ",316,"leakreport"
,"2017-03-01T06:00:00.000Z","univ-oran.dz","SCORZ",317,"leakreport"
,"2017-03-01T06:00:00.000Z","medialite.fr","SCORZ",451,"leakreport"
,"2017-03-01T06:00:00.000Z","ddos-city.fr","SCORZ",430,"leakreport"
,"2017-03-01T06:00:00.000Z","birdejuice.com","Chrispit",4662,"leakreport"
,"2017-03-01T06:00:00.000Z","orepeditions.com","Majd",735,"leakreport"
,"2017-03-01T06:00:00.000Z","bandeirantesupermercados.com.br","Dr3amers-BR",1753,"leakreport"
,"2017-03-01T06:00:00.000Z","yarima.ir","HTSA911",185,"leakreport"
,"2017-03-01T06:00:00.000Z","casasbahia.com.br","Unknown",321,"leakreport"
,"2017-03-01T06:00:00.000Z","elitemeeting.com","Anon",507871,"leakreport"
,"2017-03-01T06:00:00.000Z","cs.uni.edu","M0rg4n",2937,"leakreport"
,"2017-03-01T06:00:00.000Z","odontoprimegroup.com","Lucky_V",197,"leakreport"
,"2017-03-01T06:00:00.000Z","usr.nl","Vulnerguy",1454,"leakreport"
,"2017-03-01T06:00:00.000Z","gov.tr","Cryptic Sec Hackers",95,"leakreport"
,"2017-03-01T06:00:00.000Z","nyx.net","M0rg4n",356,"leakreport"
,"2017-03-01T06:00:00.000Z","trentcentral.ca","V",67,"leakreport"
,"2017-03-01T06:00:00.000Z","forum.bodyjewelleryshop.com","Anon",999457,"leakreport"
,"2017-03-01T06:00:00.000Z","unserefirma.de","Unknown",569,"leakreport"
,"2017-03-01T06:00:00.000Z","skpmusupplies.co.uk","Unknown",252,"leakreport"
,"2017-03-01T06:00:00.000Z","psptube.pl","Anon",80090,"leakreport"
,"2017-03-01T06:00:00.000Z","pizzahut.com.mx","x4vc0d3",2254,"leakreport"
,"2017-03-01T06:00:00.000Z","futureshop.co.uk","Anon",96735,"leakreport"
,"2017-03-01T06:00:00.000Z","asetfb.com","Sulawesi I.T Security",261,"leakreport"
,"2017-03-01T06:00:00.000Z","chatterboxvoices.co.uk","Mr_X220",214,"leakreport"
,"2017-03-01T06:00:00.000Z","calcalit-tamar.co.il","FlyHack",430,"leakreport"
,"2017-03-01T06:00:00.000Z","abv.bg","Jivko1390",8346,"leakreport"
,"2017-03-01T06:00:00.000Z","iesmarratxi.org","Unknown",168,"leakreport"
,"2017-03-01T06:00:00.000Z","passionsnetwork.com","Anon",748906,"leakreport"
,"2017-03-01T06:00:00.000Z","hffm.co.uk","S1MZ1",1102,"leakreport"
,"2017-03-01T06:00:00.000Z","pedsed.pitt.edu","Unknown",15189,"leakreport"
,"2017-03-01T06:00:00.000Z","goldenvalleyhobbies.com","Unknown",1116,"leakreport"
,"2017-03-01T06:00:00.000Z","gov.uk","QlimaxHackers",1017,"leakreport"
,"2017-03-01T06:00:00.000Z","craftbrewer.com.au","DataXplorer",158,"leakreport"
,"2017-03-01T06:00:00.000Z","subagames.com","Anon",3438061,"leakreport"
,"2017-03-01T06:00:00.000Z","equitox.com","Unknown",600,"leakreport"
,"2017-03-01T06:00:00.000Z","nootropics.com","Unknown",462,"leakreport"
,"2017-03-01T06:00:00.000Z","gucomics.com","DerikQ",15714,"leakreport"
,"2017-03-01T06:00:00.000Z","arecontvision.cn","DerikQ",36489,"leakreport"
,"2017-03-01T06:00:00.000Z","gellexportal.com","DerikQ",27832,"leakreport"
,"2017-03-01T06:00:00.000Z","arenabg.com","kOS",21566,"leakreport"
,"2017-03-01T06:00:00.000Z","runehead.com","Anon",10663,"leakreport"
,"2017-03-01T06:00:00.000Z","real-sexcontacts.com","Anon",137296,"leakreport"
,"2017-03-01T06:00:00.000Z","utorrent.com","Anon",394690,"leakreport"
,"2017-03-01T06:00:00.000Z","tinks.nl","Vulnerguy",115,"leakreport"
,"2017-03-01T06:00:00.000Z","guy4game.com","Anon",166940,"leakreport"
,"2017-03-01T06:00:00.000Z","playsynergize.net","Unknown",124,"leakreport"
,"2017-03-01T06:00:00.000Z","sikayetim.com","Anon",178228,"leakreport"
,"2017-03-01T06:00:00.000Z","ragebooter.net","Unknown",710,"leakreport"
,"2017-03-01T06:00:00.000Z","sktorrent.net","Anon",39955,"leakreport"
,"2017-03-01T06:00:00.000Z","2-com.net","Unknown",460,"leakreport"
,"2017-03-01T06:00:00.000Z","yen.gr","Witch3r",113,"leakreport"
,"2017-03-01T06:00:00.000Z","earthtosky.org","Priv8GhosT",1023,"leakreport"
,"2017-03-01T06:00:00.000Z","stacjebenzynowe.pl","Anon",151651,"leakreport"
,"2017-03-01T06:00:00.000Z","myflorida.com","GatorLeague",146,"leakreport"
,"2017-03-01T06:00:00.000Z","lbl.gov","GatorLeague",651,"leakreport"
,"2017-03-01T06:00:00.000Z","student.ignatius.edu","Unknown",1526,"leakreport"
,"2017-03-01T06:00:00.000Z","almahdyoon.org","Black Termites",414,"leakreport"
,"2017-03-01T06:00:00.000Z","changrak.go.th","ButhE",103,"leakreport"
,"2017-03-01T06:00:00.000Z","slovakia.travel","Unknown",1996,"leakreport"
,"2017-03-01T06:00:00.000Z","ktpguns.com","sh4d0w",75923,"leakreport"
,"2017-03-01T06:00:00.000Z","app.adoptaclassroom.org","Anon",158870,"leakreport"
,"2017-03-01T06:00:00.000Z","hec.gov.pk","thebl4ckh0le",213,"leakreport"
,"2017-03-01T06:00:00.000Z","ddo.com","tr0lled",1124850,"leakreport"
,"2017-03-01T06:00:00.000Z","epicgaming.nl","Unknown",34,"leakreport"
,"2017-03-01T06:00:00.000Z","sexlogin.pl","Unknown",4217,"leakreport"
,"2017-03-01T06:00:00.000Z","ciupciaj.pl","Unknown",103,"leakreport"
,"2017-02-01T06:00:00.000Z","unknown20.unknown","Unknown",7445,"official"
,"2017-02-01T06:00:00.000Z","minecraft.net","GoldenFrog",2881,"leakreport"
,"2017-02-01T06:00:00.000Z","jamba.or.jp","Unknown",310,"leakreport"
,"2017-02-01T06:00:00.000Z","ostin.fr","Anon",662746,"leakreport"
,"2017-02-01T06:00:00.000Z","selectautomart.com","User",11356,"leakreport"
,"2017-02-01T06:00:00.000Z","us.army.mil","thebl4ckh0le",346,"leakreport"
,"2017-02-01T06:00:00.000Z","navrang.com","Unknown",7054,"leakreport"
,"2017-02-01T06:00:00.000Z","wedline.ir","JM511",180,"leakreport"
,"2017-02-01T06:00:00.000Z","olindausa.com","S1V4",53,"leakreport"
,"2017-02-01T06:00:00.000Z","missioncollege.edu","JM511",1256,"leakreport"
,"2017-02-01T06:00:00.000Z","uplay.ubi.com","Onizukaa",448,"leakreport"
,"2017-02-01T06:00:00.000Z","superbetter.com","Anon",107262,"leakreport"
,"2017-02-01T06:00:00.000Z","learnielts.com","Anon",121851,"leakreport"
,"2017-02-01T06:00:00.000Z","chockcatalog.com","Troy Hunt Hacker",2431,"leakreport"
,"2017-02-01T06:00:00.000Z","creditcards.com","New World Hackers",197,"leakreport"
,"2017-02-01T06:00:00.000Z","mediafire.com","Unknown",402,"leakreport"
,"2017-02-01T06:00:00.000Z","30wave.com","Unknown",1394,"leakreport"
,"2017-02-01T06:00:00.000Z","callofduty-community.com","DatabaseCracks",148,"leakreport"
,"2017-02-01T06:00:00.000Z","gov.uk","QlimaxHackers",944,"leakreport"
,"2017-02-01T06:00:00.000Z","teens-xxx.org","DatabaseCracks",2948,"leakreport"
,"2017-02-01T06:00:00.000Z","oyak.com.tr","Unknown",288,"leakreport"
,"2017-02-01T06:00:00.000Z","fastalts.com","Unknown",621,"leakreport"
,"2017-02-01T06:00:00.000Z","superstresser.com.w3snoop.com","HardlyHacking",2102,"leakreport"
,"2017-02-01T06:00:00.000Z","mtes.ir","S1V4",464,"leakreport"
,"2017-02-01T06:00:00.000Z","hongfire.com","Anon",1041296,"leakreport"
,"2017-02-01T06:00:00.000Z","gsi.gov.uk","QlimaxHackers",10,"leakreport"
,"2017-02-01T06:00:00.000Z","wtiiaas.csg","Unknown",321,"leakreport"
,"2017-02-01T06:00:00.000Z","gov.ar","Unknown",1308,"leakreport"
,"2017-02-01T06:00:00.000Z","france.com","Unknown",1000,"leakreport"
,"2017-02-01T06:00:00.000Z","friendsgames.fr","Offline",557,"leakreport"
,"2017-02-01T06:00:00.000Z","anonymous-stresser.net","DatabaseCracks",799,"leakreport"
,"2017-02-01T06:00:00.000Z","rsps-list.com","Wizard",24180,"leakreport"
,"2017-02-01T06:00:00.000Z","af.org.pk","S1V4",1094,"leakreport"
,"2017-02-01T06:00:00.000Z","groupd-mail.net","Unknown",7343,"leakreport"
,"2017-02-01T06:00:00.000Z","funbags.com","Unknown",645,"leakreport"
,"2017-02-01T06:00:00.000Z","dreammarketdrugs.com","Skillzy",1554,"leakreport"
,"2017-02-01T06:00:00.000Z","netw0rk.pw","NiSO",100,"leakreport"
,"2017-02-01T06:00:00.000Z","petsallowed.co.uk","HTGzSecurity",138,"leakreport"
,"2017-02-01T06:00:00.000Z","destructoid.com","Anon",129215,"leakreport"
,"2017-02-01T06:00:00.000Z","cmfri.org.in","VampHunter",34,"leakreport"
,"2017-02-01T06:00:00.000Z","kennanward.com","S1V4",4388,"leakreport"
,"2017-02-01T06:00:00.000Z","warezisko.net","Anon",109259,"leakreport"
,"2017-02-01T06:00:00.000Z","ministerioshebron.com","Anon",19944,"leakreport"
,"2017-02-01T06:00:00.000Z","extremepower.pw","Unknown",130,"leakreport"
,"2017-02-01T06:00:00.000Z","usa.gov","OpUSA",944,"leakreport"
,"2017-02-01T06:00:00.000Z","walpax.com.br","WfkfjqES",422,"leakreport"
,"2017-02-01T06:00:00.000Z","knittingfool.com","Nathan Rapier",3482,"leakreport"
,"2017-02-01T06:00:00.000Z","interprombank.ru","Unknown",407,"leakreport"
,"2017-02-01T06:00:00.000Z","bellmtc.com","Unknown",7107,"leakreport"
,"2017-02-01T06:00:00.000Z","chinaeko.com","Anon",350880,"leakreport"
,"2017-02-01T06:00:00.000Z","kia.com.pa","Sp4sm",154,"leakreport"
,"2017-02-01T06:00:00.000Z","pantyinspectors.com","Anon",229474,"leakreport"
,"2017-02-01T06:00:00.000Z","cs-puchatek.pl","Anon",545952,"leakreport"
,"2017-02-01T06:00:00.000Z","cepeti.com.br","Unknown",109,"leakreport"
,"2017-02-01T06:00:00.000Z","roblox.com","Unknown",563,"leakreport"
,"2017-02-01T06:00:00.000Z","nudeweb.com","Anon",136599,"leakreport"
,"2017-02-01T06:00:00.000Z","sexbanden.dk","r0xy",932,"leakreport"
,"2017-02-01T06:00:00.000Z","adoking.fr","Bhn3xakweb",486,"leakreport"
,"2017-02-01T06:00:00.000Z","hackers.org","DatabaseCracks",496,"leakreport"
,"2017-02-01T06:00:00.000Z","gmp.police.uk","M4r1obr0s",106,"leakreport"
,"2017-02-01T06:00:00.000Z","ns3r.com","New2017",198,"leakreport"
,"2017-02-01T06:00:00.000Z","infojob.ir","HTSA911",108,"leakreport"
,"2017-02-01T06:00:00.000Z","larlu.com","AtlantaSec",4032,"leakreport"
,"2017-02-01T06:00:00.000Z","techimo.com","Anon",443839,"leakreport"
,"2017-02-01T06:00:00.000Z","qatarbank.com","SRoliS",68982,"leakreport"
,"2017-02-01T06:00:00.000Z","oracledba.com.br","Unknown",69,"leakreport"
,"2017-02-01T06:00:00.000Z","lanacion.com.ar","Unknown",312,"leakreport"
,"2017-02-01T06:00:00.000Z","ms-rp.pl","Unknown",2050,"leakreport"
,"2017-02-01T06:00:00.000Z","wp.pl","Unknown",3271,"leakreport"
,"2017-02-01T06:00:00.000Z","xfinity.com","Anon",628419,"leakreport"
,"2017-02-01T06:00:00.000Z","australia.com","Unknown",8297,"leakreport"
,"2017-02-01T06:00:00.000Z","talabat.com","DedSec",132,"leakreport"
,"2017-02-01T06:00:00.000Z","horba.net","SverJPG",90,"leakreport"
,"2017-02-01T06:00:00.000Z","kimsufi.com","Anon",680194,"leakreport"
,"2017-02-01T06:00:00.000Z","eppetroecuador.ec","TheHarvester",48,"leakreport"
,"2017-02-01T06:00:00.000Z","my.com","Volca780",72,"leakreport"
,"2017-02-01T06:00:00.000Z","godgen.eu","Timmyrs",61,"leakreport"
,"2017-02-01T06:00:00.000Z","zenmate.com","Berry Cracks",234,"leakreport"
,"2017-02-01T06:00:00.000Z","bddirect.com","Unknown",1184,"leakreport"
,"2017-02-01T06:00:00.000Z","plutonia-mc.fr","K2_BED",2469,"leakreport"
,"2017-02-01T06:00:00.000Z","smkn6tangsel.sch.id","Andripzf",38,"leakreport"
,"2017-02-01T06:00:00.000Z","sci.rutgers.edu","Anon",330259,"leakreport"
