"breachdates","published_mo_yr","domain","hacker","records","sourcetype"
,"2018-01-01T06:00:00.000Z","acheipuzzles.com","Unknown",12006,"leakreport"
,"2018-01-01T06:00:00.000Z","aldeiasdoxisto.pt","YmmurcBan",3536,"leakreport"
,"2018-01-01T06:00:00.000Z","directart.co.uk","Unknown",3214,"leakreport"
,"2018-01-01T06:00:00.000Z","bestlicenseplateframes.com","Unknown",8150,"leakreport"
,"2018-01-01T06:00:00.000Z","ibn5100.net","Unknown",5086,"leakreport"
,"2018-01-01T06:00:00.000Z","yamaha-motor7.pt","Unknown",693,"leakreport"
,"2018-01-01T06:00:00.000Z","vtech.com","Anon",1291458,"leakreport"
,"2018-01-01T06:00:00.000Z","uplay.ubi.com","Unknown",330,"leakreport"
,"2018-01-01T06:00:00.000Z","nitp.ac.in","dutchm@n",174,"leakreport"
,"2018-01-01T06:00:00.000Z","presiuniv.ac.in","dutchm@n",342,"leakreport"
,"2018-01-01T06:00:00.000Z","jobstreet.com","Anon",1263230,"leakreport"
,"2018-01-01T06:00:00.000Z","inesapconcursos.com.br","Jurix123",4412,"leakreport"
,"2018-01-01T06:00:00.000Z","30wave.com","DeadArtz",1758,"leakreport"
,"2018-01-01T06:00:00.000Z","quintessence-international.fr","Unknown",4839,"leakreport"
,"2018-01-01T06:00:00.000Z","bjp.org","dutchm@n",2563,"leakreport"
,"2018-01-01T06:00:00.000Z","esguarnacpuntademata.mil.ve","P4X 31337",1971,"leakreport"
,"2018-01-01T06:00:00.000Z","yotsu.tk","Unknown",11141,"leakreport"
,"2018-01-01T06:00:00.000Z","catropaejb.com.ve","P4X 31337",2955,"leakreport"
,"2018-01-01T06:00:00.000Z","quinstreet.com","Anon",1261775,"leakreport"
,"2018-01-01T06:00:00.000Z","pfan.org.pk","dutchm@n",227,"leakreport"
,"2018-01-01T06:00:00.000Z","sohspc.co.uk","dutchm@n",749,"leakreport"
,"2018-01-01T06:00:00.000Z","constellationgamingnetwork.com","Associate",27,"leakreport"
,"2018-01-01T06:00:00.000Z","instagram.com","Ribang",113,"leakreport"
,"2018-01-01T06:00:00.000Z","werbangali.com","Unknown",231,"leakreport"
,"2018-01-01T06:00:00.000Z","yopmail.com","Unknown",279,"leakreport"
,"2018-01-01T06:00:00.000Z","abyssplongee.be","CyberChaos",931,"leakreport"
,"2018-01-01T06:00:00.000Z","dominos.com","Xblpantom",399,"leakreport"
,"2018-01-01T06:00:00.000Z","familiaforce.com","ItsGonz0_",989,"leakreport"
,"2018-01-01T06:00:00.000Z","agilebook.com.br","JIKL",18154,"leakreport"
,"2018-01-01T06:00:00.000Z","serverstress.net","Veqzy",2020,"leakreport"
,"2018-01-01T06:00:00.000Z","xplornet.ca","Unknown",2196,"leakreport"
,"2018-01-01T06:00:00.000Z","kickstarter.com","Anon",1256923,"leakreport"
,"2018-01-01T06:00:00.000Z","elosoar.com","G A M",2282,"leakreport"
,"2018-01-01T06:00:00.000Z","forgottencats.org","ItsGonz0_",1237,"leakreport"
,"2018-01-01T06:00:00.000Z","fastwebnet.it","Unknown",22267,"leakreport"
,"2018-01-01T06:00:00.000Z","pharma4.it","Unknown",575,"leakreport"
,"2018-01-01T06:00:00.000Z","inwind.it","Unknown",27162,"leakreport"
,"2018-01-01T06:00:00.000Z","truestresser.com","DarkTech",330,"leakreport"
,"2018-01-01T06:00:00.000Z","mastermason.com","D3@RM3 CiberNinja",1100,"leakreport"
,"2018-01-01T06:00:00.000Z","rayaniroo.ir","Zurael sTz",724,"leakreport"
,"2018-01-01T06:00:00.000Z","mci.gov.sa","Op7",187,"leakreport"
,"2018-01-01T06:00:00.000Z","hcnations.org","Unknown",1120,"leakreport"
,"2018-01-01T06:00:00.000Z","walla.com","Unknown",4105,"leakreport"
,"2018-01-01T06:00:00.000Z","murraybridgespeedway.com","Unknown",1423,"leakreport"
,"2018-01-01T06:00:00.000Z","uuu9.com","Anon",1256830,"leakreport"
,"2018-01-01T06:00:00.000Z","gametag.com","7crymore",102,"leakreport"
,"2018-01-01T06:00:00.000Z","wordpress.org","FlexingOnLamers",670,"leakreport"
,"2018-01-01T06:00:00.000Z","ludd.ltu.se","Unknown",242,"leakreport"
,"2018-01-01T06:00:00.000Z","lospenotes.com","Unknown",262,"leakreport"
,"2018-01-01T06:00:00.000Z","tarotgarden.com","7crymore",115,"leakreport"
,"2018-01-01T06:00:00.000Z","bankdhofar.com","1337r00t",799,"leakreport"
,"2018-01-01T06:00:00.000Z","s2.tsuyoshi2.eu","Unknown",82,"leakreport"
,"2018-01-01T06:00:00.000Z","hessedu.com","ItsGonz0_",252,"leakreport"
,"2017-12-01T06:00:00.000Z","eplanning.ie","Unknown",330,"leakreport"
,"2017-12-01T06:00:00.000Z","univ-oran.dz","SCORZ",206,"leakreport"
,"2017-12-01T06:00:00.000Z","thompsons.co.za","LuCKyHASH",286,"leakreport"
,"2017-12-01T06:00:00.000Z","javamailoke.ga","Unknown",206,"leakreport"
,"2017-12-01T06:00:00.000Z","instagram.com","Unknown",196,"leakreport"
,"2017-12-01T06:00:00.000Z","rydox.cc","C.F.O",9034,"leakreport"
,"2017-12-01T06:00:00.000Z","noos.fr","Unknown",37,"leakreport"
,"2017-12-01T06:00:00.000Z","tabukedu.gov.sa","Op7",78,"leakreport"
,"2017-12-01T06:00:00.000Z","fbco.org","ItsGonz0_",302,"leakreport"
,"2017-12-01T06:00:00.000Z","vaishworldfoundation.com","PhishTotal",133,"leakreport"
,"2017-12-01T06:00:00.000Z","atos.net","Unknown",323,"leakreport"
,"2017-12-01T06:00:00.000Z","innovationmeeting.com.br","YmmurcBan",964,"leakreport"
,"2017-12-01T06:00:00.000Z","caerd-ro.com.br","YmmurcBan",1215,"leakreport"
,"2017-12-01T06:00:00.000Z","feamig.br","YmmurcBan",8762,"leakreport"
,"2017-12-01T06:00:00.000Z","warframe.com","Anon",820193,"leakreport"
,"2017-12-01T06:00:00.000Z","sindjusdf.org.br","Diretorcosta",19801,"leakreport"
,"2017-12-01T06:00:00.000Z","5kmrun.bg","r3dm0v3",9356,"leakreport"
,"2017-12-01T06:00:00.000Z","multiprecio.com.es","CCALegion",622,"leakreport"
,"2017-12-01T06:00:00.000Z","portaldasaudebucal.com.br","YmmurcBan",914,"leakreport"
,"2017-12-01T06:00:00.000Z","panda.pt","r3dm0v3",2912,"leakreport"
,"2017-12-01T06:00:00.000Z","listadotren.es","Cyborgatas",1541,"leakreport"
,"2017-12-01T06:00:00.000Z","anacom.pt","Unknown",95,"leakreport"
,"2017-12-01T06:00:00.000Z","yandex.ua","Unknown",3430,"leakreport"
,"2017-12-01T06:00:00.000Z","photomat.eu","TheCyberSyndicate",542,"leakreport"
,"2017-12-01T06:00:00.000Z","lancssundayleague.co.uk","Nickypoo",215,"leakreport"
,"2017-12-01T06:00:00.000Z","fcc.gov","Anonymous",510,"leakreport"
,"2017-12-01T06:00:00.000Z","dancesteps.com.au","Nickypoo",231,"leakreport"
,"2017-12-01T06:00:00.000Z","kvlna.com","ItsGonz0_",8507,"leakreport"
,"2017-12-01T06:00:00.000Z","demuthmachines.com","YmmurcBan",7331,"leakreport"
,"2017-12-01T06:00:00.000Z","dpf.gov.br","Malwareversebr",404,"leakreport"
,"2017-12-01T06:00:00.000Z","lastpass.com","Unknown",609,"leakreport"
,"2017-12-01T06:00:00.000Z","safrinskincare.com","Nickypoo",523,"leakreport"
,"2017-12-01T06:00:00.000Z","ops.net.au","Nickypoo",214,"leakreport"
,"2017-12-01T06:00:00.000Z","habbstar.fr","SCORZ",374,"leakreport"
,"2017-12-01T06:00:00.000Z","auscraftnet.com.au","Nickypoo",523,"leakreport"
,"2017-12-01T06:00:00.000Z","minnesota.gov","Unknown",1176,"leakreport"
,"2017-12-01T06:00:00.000Z","brasilia.df.gov.br","Unknown",224,"leakreport"
,"2017-12-01T06:00:00.000Z","crown-golf.co.uk","LulzSecMafia",520,"leakreport"
,"2017-12-01T06:00:00.000Z","eroticy.com","Anon",1043741,"leakreport"
,"2017-12-01T06:00:00.000Z","realmadrid.am","S3N4T0R",246,"leakreport"
,"2017-12-01T06:00:00.000Z","northcotechiropractic.com","Unknown",134,"leakreport"
,"2017-12-01T06:00:00.000Z","chatterboxvoices.co.uk","Nickypoo",5065,"leakreport"
,"2017-12-01T06:00:00.000Z","flashflashrevolution.com","Anon",882948,"leakreport"
,"2017-12-01T06:00:00.000Z","unocoin.com","Unknown",1000,"leakreport"
,"2017-12-01T06:00:00.000Z","verdao.net","YmmurcBan",7404,"leakreport"
,"2017-12-01T06:00:00.000Z","paozinhodahora.com.br","Unknown",67,"leakreport"
,"2017-12-01T06:00:00.000Z","eestiinternet.ee","Margus",12123,"leakreport"
,"2017-12-01T06:00:00.000Z","csdn.net","Anon",1250935,"leakreport"
,"2017-12-01T06:00:00.000Z","aadexpo.co.za","CyberGuerilla",1042,"leakreport"
,"2017-12-01T06:00:00.000Z","magazineluiza.com.br","Unknown",255,"leakreport"
,"2017-12-01T06:00:00.000Z","unfccc.int","Anonymous Arabe",377,"leakreport"
,"2017-12-01T06:00:00.000Z","borusan.com","Unknown",1500,"leakreport"
,"2017-12-01T06:00:00.000Z","rafael.co.il","GatorLeagues",170,"leakreport"
,"2017-12-01T06:00:00.000Z","digitalsellz.com","Unknown",236,"leakreport"
,"2017-12-01T06:00:00.000Z","habbocrazy.eu","SCORZ",186,"leakreport"
,"2017-12-01T06:00:00.000Z","sortonlinecasinos.com","ItsGonz0_",425,"leakreport"
,"2017-12-01T06:00:00.000Z","fobbahotel.nl","Anon",199891,"leakreport"
,"2017-12-01T06:00:00.000Z","universityheightshighschool.org","Unknown",476,"leakreport"
,"2017-12-01T06:00:00.000Z","islamic-hacker-union.org","Unknown",575,"leakreport"
,"2017-12-01T06:00:00.000Z","serversmpt.com","Anon",625411,"leakreport"
,"2017-12-01T06:00:00.000Z","palestinetxrealestate.com","Dark_Ghost",100,"leakreport"
,"2017-12-01T06:00:00.000Z","local.rankwatch.com","Anon",1256830,"leakreport"
,"2017-12-01T06:00:00.000Z","djurvarlds.com","ItsGonz0_",211,"leakreport"
,"2017-12-01T06:00:00.000Z","amlt.coinfirm.io","Iranian Open Army",2580,"leakreport"
,"2017-12-01T06:00:00.000Z","fastdroidgen.net","Tododxghg",187,"leakreport"
,"2017-12-01T06:00:00.000Z","grammarly.com","ND03",105,"leakreport"
,"2017-12-01T06:00:00.000Z","edu.au","Anon",43811,"leakreport"
,"2017-12-01T06:00:00.000Z","era-stresser.com","SCORZ",694,"leakreport"
,"2017-12-01T06:00:00.000Z","netshoes.com.br","Dfrank",9999,"leakreport"
,"2017-12-01T06:00:00.000Z","en.cnta.gov.cn","RobertoRaimondo",526,"leakreport"
,"2017-12-01T06:00:00.000Z","kopqi.com","Unknown",109,"leakreport"
,"2017-12-01T06:00:00.000Z","rbx.exchange","Pheed",712,"leakreport"
,"2017-12-01T06:00:00.000Z","tteia.org.tw","MinionGhost",495,"leakreport"
,"2017-12-01T06:00:00.000Z","phada.org","ItsGonz0_",2884,"leakreport"
,"2017-12-01T06:00:00.000Z","aiesec.net","H4ck_L30n",1057,"leakreport"
,"2017-12-01T06:00:00.000Z","resolvethem.com","Anon",1285908,"leakreport"
,"2017-12-01T06:00:00.000Z","aalderingict.nl","Unknown",95,"leakreport"
,"2017-12-01T06:00:00.000Z","agentsone.gr","MinionGhost",238,"leakreport"
,"2017-11-01T05:00:00.000Z","ec-lyon.fr","Unknown",7414,"leakreport"
,"2017-11-01T05:00:00.000Z","pbghpa.com","SlangSec",238,"leakreport"
,"2017-11-01T05:00:00.000Z","socialclub.rockstargames.com","Unknown",638,"leakreport"
,"2017-11-01T05:00:00.000Z","arkhamnetwork.org","iLLSeCuRiTy",715,"leakreport"
,"2017-11-01T05:00:00.000Z","fnde.gov.br","VandaTheGod",249,"leakreport"
,"2017-11-01T05:00:00.000Z","ipmart-forum.com","Anon",1051437,"leakreport"
,"2017-11-01T05:00:00.000Z","daniweb.com","Anon",1126712,"leakreport"
,"2017-11-01T05:00:00.000Z","dominos.com","Lewis",111,"leakreport"
,"2017-11-01T05:00:00.000Z","montebellovillahotel.com","ItsGonz0_",1445,"leakreport"
,"2017-11-01T05:00:00.000Z","twitch.tv","Unknown",884,"leakreport"
,"2017-11-01T05:00:00.000Z","ncp.edu.pk","AG7ghost",148,"leakreport"
,"2017-11-01T05:00:00.000Z","expopakistan.gov.pk","AG7ghost",73,"leakreport"
,"2017-11-01T05:00:00.000Z","wp.pl","Unknown",10801,"leakreport"
,"2017-11-01T05:00:00.000Z","tnla.com","ItsGonz0_",306,"leakreport"
,"2017-11-01T05:00:00.000Z","staminus.net","FTA",220,"leakreport"
,"2017-11-01T05:00:00.000Z","lonestarcell.com","Anon",1088307,"leakreport"
,"2017-11-01T05:00:00.000Z","eaadhar.online","Deepakkumarnath",481,"leakreport"
,"2017-11-01T05:00:00.000Z","stampsmyanmar.com","H4x0r Abub4kk3r",77,"leakreport"
,"2017-11-01T05:00:00.000Z","yatra.in","Anon",1504490,"leakreport"
,"2017-11-01T05:00:00.000Z","kovmat.sav.sk","Unknown",5054,"leakreport"
,"2017-11-01T05:00:00.000Z","era-stresser.com","Ezroki",784,"leakreport"
,"2017-11-01T05:00:00.000Z","scsk12.org","Dedicating",3606,"leakreport"
,"2017-11-01T05:00:00.000Z","truestresser.com","Ezroki",430,"leakreport"
,"2017-11-01T05:00:00.000Z","yamechanic.com","Unknown",1449,"leakreport"
,"2017-11-01T05:00:00.000Z","solarculture.org","ItsGonz0_",687,"leakreport"
,"2017-11-01T05:00:00.000Z","monroerec.com","ItsGonz0_",885,"leakreport"
,"2017-11-01T05:00:00.000Z","marcomarabia.com","ItsGonz0_",1513,"leakreport"
,"2017-11-01T05:00:00.000Z","llu.lv","Unknown",1080,"leakreport"
,"2017-11-01T05:00:00.000Z","wire2wire.org","Anon",430385,"leakreport"
,"2017-11-01T05:00:00.000Z","4teens.pl","Anon",99878,"leakreport"
,"2017-11-01T05:00:00.000Z","kingtools.de","Anon",103839,"leakreport"
,"2017-11-01T05:00:00.000Z","bestmuslim.com","Anon",130169,"leakreport"
,"2017-11-01T05:00:00.000Z","e-mail.ua","Anon",158339,"leakreport"
,"2017-11-01T05:00:00.000Z","infobiker.com.ar","Unknown",10636,"leakreport"
,"2017-11-01T05:00:00.000Z","ul.edu.lb","L13Team",1099,"leakreport"
,"2017-11-01T05:00:00.000Z","learnfrenchbypodcast.com","Anon",121851,"leakreport"
,"2017-11-01T05:00:00.000Z","dreamcrafts.su","Anon",162014,"leakreport"
,"2017-11-01T05:00:00.000Z","windowshades.net","The_Lone_Wolf_187",782,"leakreport"
,"2017-11-01T05:00:00.000Z","stu.kln.ac.lk","Unknown",113,"leakreport"
,"2017-11-01T05:00:00.000Z","masterticket.com.ve","TheRatattack",90,"leakreport"
,"2017-11-01T05:00:00.000Z","wifistresser.net","Jihadi4prez",141,"leakreport"
,"2017-11-01T05:00:00.000Z","jendelabook.com","Berandal666",2040,"leakreport"
,"2017-11-01T05:00:00.000Z","iea.org.lb","L13Team",125,"leakreport"
,"2017-11-01T05:00:00.000Z","30wave.com","L33CHERSQUAD",174,"leakreport"
,"2017-11-01T05:00:00.000Z","scrapbook.se","TorNodeExit",174,"leakreport"
,"2017-11-01T05:00:00.000Z","bestnamebadges.com","TorNodeExit",19,"leakreport"
,"2017-11-01T05:00:00.000Z","ane.gov.co","KelvinSecTeam",115,"leakreport"
,"2017-11-01T05:00:00.000Z","evo-bots.com","TGLORD",1290,"leakreport"
,"2017-11-01T05:00:00.000Z","mfa.gov.lb","1337kSa",96,"leakreport"
,"2017-11-01T05:00:00.000Z","esbjergkommune.dk","MerKii",1088,"leakreport"
,"2017-11-01T05:00:00.000Z","crimson.ua.edu","Unknown",151,"leakreport"
,"2017-11-01T05:00:00.000Z","general-store.cz","Unknown",240,"leakreport"
,"2017-11-01T05:00:00.000Z","bitcoinninja.com","KingSkrupellos",221,"leakreport"
,"2017-11-01T05:00:00.000Z","sanierungsportal.de","Unknown",458,"leakreport"
,"2017-11-01T05:00:00.000Z","arcoirisdiscos.com.br","Unknown",1136,"leakreport"
,"2017-11-01T05:00:00.000Z","cfcu.gov.tr","KingSkrupellos",94,"leakreport"
,"2017-11-01T05:00:00.000Z","modo24.com","Unknown",1979,"leakreport"
,"2017-11-01T05:00:00.000Z","cryptograms.org","GH05TFOR7355",238,"leakreport"
,"2017-11-01T05:00:00.000Z","comunicacampeche.com","TheRatattack",15,"leakreport"
,"2017-11-01T05:00:00.000Z","instagram.com","Unknown",2773,"leakreport"
,"2017-11-01T05:00:00.000Z","ndma.gov.pk","Zurael sTz",153,"leakreport"
,"2017-11-01T05:00:00.000Z","thelogisticom.vn","Junbjn98",1000,"leakreport"
,"2017-11-01T05:00:00.000Z","freegen.fr","Unknown",4611,"leakreport"
,"2017-11-01T05:00:00.000Z","lila-weiss.de","Unknown",5288,"leakreport"
,"2017-11-01T05:00:00.000Z","institutomediterraneo.es","KelvinSecTeam",76,"leakreport"
,"2017-11-01T05:00:00.000Z","infn.it","KelvinSecTeam",15,"leakreport"
,"2017-11-01T05:00:00.000Z","sakura-princess.jp","Unknown",123,"leakreport"
,"2017-11-01T05:00:00.000Z","avaloninventories.co.uk","S0u1izG0d",20,"leakreport"
,"2017-11-01T05:00:00.000Z","bankdhofar.com","1337r00t",250,"leakreport"
,"2017-11-01T05:00:00.000Z","adbazzaar.com","Ace",100,"leakreport"
,"2017-11-01T05:00:00.000Z","aipai.com","Anon",1298338,"leakreport"
,"2017-11-01T05:00:00.000Z","rey.com.pe","KelvinSecTeam",97,"leakreport"
,"2017-11-01T05:00:00.000Z","akc.in.ua","PhishTotal",133,"leakreport"
,"2017-11-01T05:00:00.000Z","weedmaps.com","Unknown",3386,"leakreport"
,"2017-11-01T05:00:00.000Z","politeknikmeta.ac.id","MrAlchemist",682,"leakreport"
,"2017-11-01T05:00:00.000Z","divorcehappens.ca","ElSurveillance",135,"leakreport"
,"2017-11-01T05:00:00.000Z","unsa.edu.pe","Unknown",1527,"leakreport"
,"2017-11-01T05:00:00.000Z","oriwiki.com","Unknown",3956,"leakreport"
,"2017-10-01T05:00:00.000Z","centralsuplementos.com.br","Unknown",7250,"leakreport"
,"2017-10-01T05:00:00.000Z","tlen.pl","Unknown",421,"leakreport"
,"2017-10-01T05:00:00.000Z","mitomobile.com","Berandal666",4989,"leakreport"
,"2017-10-01T05:00:00.000Z","defence.gov.au","GSecReborn",135,"leakreport"
,"2017-10-01T05:00:00.000Z","seinsa.es","GSecReborn",44,"leakreport"
,"2017-10-01T05:00:00.000Z","madhavlasertech.com","S4PPYH4CK",59,"leakreport"
,"2017-10-01T05:00:00.000Z","30wave.com","Unknown",978,"leakreport"
,"2017-10-01T05:00:00.000Z","usnintl.com","S4PPYH4CK",45,"leakreport"
,"2017-10-01T05:00:00.000Z","ufv.ca","HackinDragonRagon",56,"leakreport"
,"2017-10-01T05:00:00.000Z","uplay.ubi.com","Shiro",100,"leakreport"
,"2017-10-01T05:00:00.000Z","instagram.com","Unknown",1891,"leakreport"
,"2017-10-01T05:00:00.000Z","newshunt.com","Ibm33a14",81,"leakreport"
,"2017-10-01T05:00:00.000Z","game-tuts.com","Anon",1251285,"leakreport"
,"2017-10-01T05:00:00.000Z","abv.bg","Leakday",1745,"leakreport"
,"2017-10-01T05:00:00.000Z","mineplex.com","Anon",1508662,"leakreport"
,"2017-10-01T05:00:00.000Z","hcnations.org","EzPzPz",1119,"leakreport"
,"2017-10-01T05:00:00.000Z","jul3n.blogspot.com","CDPerro",2716,"leakreport"
,"2017-10-01T05:00:00.000Z","dosch.com","Unknown",154,"leakreport"
,"2017-10-01T05:00:00.000Z","xtra.co.nz","Unknown",5791,"leakreport"
,"2017-10-01T05:00:00.000Z","ukccdob.com","Unknown",998,"leakreport"
,"2017-10-01T05:00:00.000Z","onestop.com","Ibm33a14",91,"leakreport"
,"2017-10-01T05:00:00.000Z","era-stresser.com","XephDOX",694,"leakreport"
,"2017-10-01T05:00:00.000Z","habbo.st","Anon",888559,"leakreport"
,"2017-10-01T05:00:00.000Z","pharmplanet.com.ua","Unknown",43,"leakreport"
,"2017-10-01T05:00:00.000Z","naughtyconnect.com","Anon",707006,"leakreport"
,"2017-10-01T05:00:00.000Z","rvr.nu","Unknown",99,"leakreport"
,"2017-10-01T05:00:00.000Z","husky.neu.edu","Unknown",408,"leakreport"
,"2017-10-01T05:00:00.000Z","cardforums.biz","Anon",173023,"leakreport"
,"2017-10-01T05:00:00.000Z","fotoboom.com","Anon",90888,"leakreport"
,"2017-10-01T05:00:00.000Z","usda.gov","K1nG P1N",619,"leakreport"
,"2017-10-01T05:00:00.000Z","westchester.org","Unknown",88,"leakreport"
,"2017-10-01T05:00:00.000Z","eiplus.com.br","Syst3m_h4x0r",1935,"leakreport"
,"2017-10-01T05:00:00.000Z","balleden.de","Unknown",1941,"leakreport"
,"2017-10-01T05:00:00.000Z","sde.ok.gov","UniteSecTeam",1674,"leakreport"
,"2017-10-01T05:00:00.000Z","github.com","Kidpk",501,"leakreport"
,"2017-10-01T05:00:00.000Z","abyssplongee.be","Unknown",1093,"leakreport"
,"2017-10-01T05:00:00.000Z","healthlearningpartnership.co.uk","Unknown",953,"leakreport"
,"2017-10-01T05:00:00.000Z","fecopar.com.br","YmmurcBan",18726,"leakreport"
,"2017-10-01T05:00:00.000Z","hermespardini.com.br","YmmurcBan",1430,"leakreport"
,"2017-10-01T05:00:00.000Z","desentupidorapalmira.com.br","YmmurcBan",14764,"leakreport"
,"2017-10-01T05:00:00.000Z","wireclass.com","PinkihacksOfficial",1410,"leakreport"
,"2017-10-01T05:00:00.000Z","bundestag.de","Unknown",1729,"leakreport"
,"2017-10-01T05:00:00.000Z","unknown.unknown","Syst3m_h4x0r",689,"official"
,"2017-10-01T05:00:00.000Z","online.de","Unknown",6293,"leakreport"
,"2017-10-01T05:00:00.000Z","primegaming.com","Anon",1391766,"leakreport"
,"2017-10-01T05:00:00.000Z","adfoc.us","Unknown",1243,"leakreport"
,"2017-10-01T05:00:00.000Z","gov.za","GSecReborn",3210,"leakreport"
,"2017-10-01T05:00:00.000Z","assets.forkie.com","Unknown",1003,"leakreport"
,"2017-10-01T05:00:00.000Z","hapa.ch","Unknown",859,"leakreport"
,"2017-10-01T05:00:00.000Z","duwo.nl","Unknown",4194,"leakreport"
,"2017-10-01T05:00:00.000Z","forums.uwsgaming.com","Unknown",1161,"leakreport"
,"2017-10-01T05:00:00.000Z","vigo-finance.uk","Unknown",73,"leakreport"
,"2017-10-01T05:00:00.000Z","mywaste.co.za","GSecReborn",511,"leakreport"
,"2017-10-01T05:00:00.000Z","hazteoir.org","Unknown",23192,"leakreport"
,"2017-10-01T05:00:00.000Z","slik.ai","Optimusprime1767",48,"leakreport"
,"2017-10-01T05:00:00.000Z","swizzmod.com","Gamer-ON-drugs",28,"leakreport"
,"2017-10-01T05:00:00.000Z","gujarattourism.com","MitM3R",1251,"leakreport"
,"2017-10-01T05:00:00.000Z","nmims.edu.in","Unknown",254,"leakreport"
,"2017-10-01T05:00:00.000Z","innovativepublication.com","AG7ghost",68,"leakreport"
,"2017-10-01T05:00:00.000Z","wp.pl","Unknown",142,"leakreport"
,"2017-10-01T05:00:00.000Z","diet.com","Anon",1486647,"leakreport"
,"2017-10-01T05:00:00.000Z","mexicolore.co.uk","YmmurcBan",1057,"leakreport"
,"2017-10-01T05:00:00.000Z","ama.cmah.pt","YmmurcBan",423,"leakreport"
,"2017-10-01T05:00:00.000Z","lupaworld.com","Ibm33a14",39,"leakreport"
,"2017-10-01T05:00:00.000Z","auto.or.ug","GSecReborn",165,"leakreport"
,"2017-10-01T05:00:00.000Z","newsandviews24.com","Audi",113,"leakreport"
,"2017-10-01T05:00:00.000Z","feamig.br","YmmurcBan",1689,"leakreport"
,"2017-10-01T05:00:00.000Z","giaitri.com","Anon",154861,"leakreport"
,"2017-10-01T05:00:00.000Z","pbfgroup.ru","Unknown",118,"leakreport"
,"2017-10-01T05:00:00.000Z","golden8ball.co.uk","Ibm33a14",1298,"leakreport"
,"2017-10-01T05:00:00.000Z","cma.co.in","YmmurcBan",65,"leakreport"
,"2017-10-01T05:00:00.000Z","jornadassaudeatlantica.com","YmmurcBan",639,"leakreport"
,"2017-10-01T05:00:00.000Z","cvrce.edu.in","YmmurcBan",183,"leakreport"
,"2017-10-01T05:00:00.000Z","xydate.co.il","Unknown",520,"leakreport"
,"2017-10-01T05:00:00.000Z","putridflowers.com","YmmurcBan",287,"leakreport"
,"2017-10-01T05:00:00.000Z","ghostsecurityteam.com","Unknown",330,"leakreport"
,"2017-10-01T05:00:00.000Z","odin-versand.de","Unknown",892,"leakreport"
,"2017-10-01T05:00:00.000Z","gaadi.com","Anon",1549612,"leakreport"
,"2017-10-01T05:00:00.000Z","elkasite.ru","r3dm0v3",4478,"leakreport"
,"2017-10-01T05:00:00.000Z","yotsu.tk","Unknown",366,"leakreport"
,"2017-10-01T05:00:00.000Z","mthai.com","Unknown",3535,"leakreport"
,"2017-10-01T05:00:00.000Z","sendreach.com","Anon",1298338,"leakreport"
,"2017-10-01T05:00:00.000Z","21cn.com","Unknown",663,"leakreport"
,"2017-10-01T05:00:00.000Z","medicaidcongressportal.com","PerixSquad",341,"leakreport"
,"2017-10-01T05:00:00.000Z","teleosaurs.xyz","Unknown",100,"leakreport"
,"2017-10-01T05:00:00.000Z","sprightlyfood.com","PerixSquad",60,"leakreport"
,"2017-10-01T05:00:00.000Z","mop.com","Anon",1247042,"leakreport"
,"2017-10-01T05:00:00.000Z","crofpalmbeach.com","Bulwark",35300,"leakreport"
,"2017-10-01T05:00:00.000Z","desteria.com","Anon",791085,"leakreport"
,"2017-10-01T05:00:00.000Z","policia.es","AnonSpain",22013,"leakreport"
,"2017-10-01T05:00:00.000Z","medsec.ga","Fancy Bear Hacking Team",48,"leakreport"
,"2017-10-01T05:00:00.000Z","crazyh.eu","Unknown",584,"leakreport"
,"2017-10-01T05:00:00.000Z","garyshood.com","Unknown",3614,"leakreport"
,"2017-10-01T05:00:00.000Z","wiretools.com.br","Unknown",413,"leakreport"
,"2017-09-01T05:00:00.000Z","30wave.com","Nbendall05",709,"leakreport"
,"2017-09-01T05:00:00.000Z","solidus.gr","0sec",712,"leakreport"
,"2017-09-01T05:00:00.000Z","darkbooter.com","Diegosentos",786,"leakreport"
,"2017-09-01T05:00:00.000Z","uplay.ubi.com","DaystarViRuS",167,"leakreport"
,"2017-09-01T05:00:00.000Z","rpgland.org","CryTek",5364,"leakreport"
,"2017-09-01T05:00:00.000Z","xboxforum.com","Wrath & 7esai",585,"leakreport"
,"2017-09-01T05:00:00.000Z","dhs.gov","Wrath & 7esai",581,"leakreport"
,"2017-09-01T05:00:00.000Z","cardiff.gov.uk","Unknown",355,"leakreport"
,"2017-09-01T05:00:00.000Z","bellpottinger.com","Gupta",330,"leakreport"
,"2017-09-01T05:00:00.000Z","icbc.com.cn","Unknown",117,"leakreport"
,"2017-09-01T05:00:00.000Z","jaininfotechservices.com","Dertii",321,"leakreport"
,"2017-09-01T05:00:00.000Z","colonnadebridgeport.ca","Unknown",173,"leakreport"
,"2017-09-01T05:00:00.000Z","8minutedating.com","Anon",238317,"leakreport"
,"2017-09-01T05:00:00.000Z","tamir.co.il","Unknown",179,"leakreport"
,"2017-09-01T05:00:00.000Z","wildberries.ru","Anon",736600,"leakreport"
,"2017-09-01T05:00:00.000Z","spirit.com","Unknown",832,"leakreport"
,"2017-09-01T05:00:00.000Z","instagram.com","Anonymous_1010",369,"leakreport"
,"2017-09-01T05:00:00.000Z","icecubechandigarh.com","Dertii",52,"leakreport"
